_id,Timeseries,Prov,OCCUPATION,Labour force,Employed,Unemployed,Unemployment rate
902,1998,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,66,59.8,6.2,9.4
903,1998,Manitoba, Unclassified,9,-,9,100
904,1998,Saskatchewan,"Total, all occupations - All skills level",497.6,468.7,28.9,5.8
905,1998,Saskatchewan, Management,95.6,94.5,1.1,1.2
906,1998,Saskatchewan,Professional: occupations usually require university education,61.9,60.7,1.2,1.9
907,1998,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,141.5,135.2,6.3,4.5
908,1998,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,132.7,125.2,7.5,5.7
909,1998,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,58.6,53,5.5,9.4
910,1998,Saskatchewan, Unclassified,7.4,-,7.4,100
911,1998,Alberta,"Total, all occupations - All skills level",1598.2,1508.9,89.3,5.6
912,1998,Alberta, Management,211.3,207.2,4.1,1.9
913,1998,Alberta,Professional: occupations usually require university education,229.8,224.9,4.9,2.1
914,1998,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,527,505.4,21.6,4.1
915,1998,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,422.8,400.6,22.2,5.3
916,1998,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,189,170.8,18.2,9.6
917,1998,Alberta, Unclassified,18.3,-,18.3,100
918,1998,British Columbia,"Total, all occupations - All skills level",2037.6,1857.7,179.9,8.8
919,1998,British Columbia, Management,213.4,208.2,5.3,2.5
920,1998,British Columbia,Professional: occupations usually require university education,296.9,287.4,9.5,3.2
921,1998,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,654,617.5,36.6,5.6
922,1998,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,577.7,539.2,38.5,6.7
923,1998,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,231.8,205.4,26.4,11.4
924,1998,British Columbia, Unclassified,63.7,-,63.7,100
925,1999,Canada,"Total, all occupations - All skills level",15583.7,14402,1181.7,7.6
926,1999,Canada, Management,1653.1,1618.9,34.2,2.1
927,1999,Canada,Professional: occupations usually require university education,2394.6,2336.6,58,2.4
928,1999,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,4679.4,4464.3,215.1,4.6
929,1999,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,4691.3,4396.6,294.6,6.3
930,1999,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1764,1585.5,178.5,10.1
931,1999,Canada, Unclassified,401.4,-,401.4,100
932,1999,Newfoundland and Labrador,"Total, all occupations - All skills level",242.4,201.9,40.5,16.7
933,1999,Newfoundland and Labrador, Management,17.1,16.5,0.6,3.5
934,1999,Newfoundland and Labrador,Professional: occupations usually require university education,30.5,29.3,1.2,3.9
935,1999,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,76.2,67.7,8.5,11.2
936,1999,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,72.8,61.4,11.5,15.8
937,1999,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,34.9,27,7.8,22.3
938,1999,Newfoundland and Labrador, Unclassified,10.9,-,10.9,100
939,1999,Prince Edward Island,"Total, all occupations - All skills level",70.4,60.3,10.1,14.3
940,1999,Prince Edward Island, Management,6.8,6.6,0.2,2.9
941,1999,Prince Edward Island,Professional: occupations usually require university education,7.7,7.5,0.2,2.6
942,1999,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,21.5,19.2,2.3,10.7
943,1999,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,22.8,19.1,3.7,16.2
944,1999,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,10.4,8,2.4,23.1
945,1999,Prince Edward Island, Unclassified,1.3,-,1.3,100
946,1999,Nova Scotia,"Total, all occupations - All skills level",446.6,403.7,42.9,9.6
947,1999,Nova Scotia, Management,37.7,36.9,0.8,2.1
948,1999,Nova Scotia,Professional: occupations usually require university education,60.7,59.1,1.6,2.6
949,1999,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,137.2,128.4,8.8,6.4
950,1999,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,142.1,129.7,12.4,8.7
951,1999,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,57.5,49.6,7.9,13.7
952,1999,Nova Scotia, Unclassified,11.4,-,11.4,100
953,1999,New Brunswick,"Total, all occupations - All skills level",362.5,325.7,36.8,10.2
954,1999,New Brunswick, Management,27.9,27.4,0.5,1.8
955,1999,New Brunswick,Professional: occupations usually require university education,45.5,44.2,1.3,2.9
956,1999,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,111.8,103.4,8.4,7.5
957,1999,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,119.1,107.4,11.7,9.8
958,1999,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,50.3,43.4,6.9,13.7
959,1999,New Brunswick, Unclassified,7.9,-,7.9,100
960,1999,Quebec,"Total, all occupations - All skills level",3669.6,3326.6,343,9.3
961,1999,Quebec, Management,350.4,340.5,9.9,2.8
962,1999,Quebec,Professional: occupations usually require university education,581.8,564.8,17,2.9
963,1999,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1110,1048.8,61.2,5.5
964,1999,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1098.3,1017.5,80.7,7.3
965,1999,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,404.5,355,49.6,12.3
966,1999,Quebec, Unclassified,124.6,-,124.6,100
967,1999,Ontario,"Total, all occupations - All skills level",6017.5,5635.3,382.1,6.3
968,1999,Ontario, Management,622.3,610.3,12,1.9
969,1999,Ontario,Professional: occupations usually require university education,978,956.9,21.1,2.2
970,1999,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1748.1,1687.9,60.2,3.4
971,1999,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1860.5,1769.5,91,4.9
972,1999,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,663.6,610.7,52.8,8
973,1999,Ontario, Unclassified,145,-,145,100
974,1999,Manitoba,"Total, all occupations - All skills level",573.9,541.8,32.2,5.6
975,1999,Manitoba, Management,76.2,75.3,0.9,1.2
976,1999,Manitoba,Professional: occupations usually require university education,76.6,74.9,1.7,2.2
977,1999,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,168.3,162.4,5.9,3.5
978,1999,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,178.6,169.3,9.3,5.2
979,1999,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,65.6,59.9,5.6,8.5
980,1999,Manitoba, Unclassified,8.7,-,8.7,100
981,1999,Saskatchewan,"Total, all occupations - All skills level",499.8,469.6,30.2,6
982,1999,Saskatchewan, Management,89.2,88.6,0.7,0.8
983,1999,Saskatchewan,Professional: occupations usually require university education,64.4,63.3,1.1,1.7
984,1999,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,140.9,135.1,5.8,4.1
985,1999,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,139.5,130.8,8.7,6.2
986,1999,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,57.6,51.9,5.7,9.9
987,1999,Saskatchewan, Unclassified,8.3,-,8.3,100
988,1999,Alberta,"Total, all occupations - All skills level",1637,1543.2,93.7,5.7
989,1999,Alberta, Management,212.1,208.7,3.4,1.6
990,1999,Alberta,Professional: occupations usually require university education,233.7,227.8,6,2.6
991,1999,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,522.5,501.1,21.4,4.1
992,1999,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,460.8,435.4,25.4,5.5
993,1999,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,187.6,170.2,17.4,9.3
994,1999,Alberta, Unclassified,20.2,-,20.2,100
995,1999,British Columbia,"Total, all occupations - All skills level",2064,1893.7,170.3,8.3
996,1999,British Columbia, Management,213.3,208,5.2,2.4
997,1999,British Columbia,Professional: occupations usually require university education,315.9,309.2,6.7,2.1
998,1999,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,642.9,610.2,32.8,5.1
999,1999,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,596.8,556.5,40.3,6.8
1000,1999,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,232.1,209.8,22.3,9.6
1001,1999,British Columbia, Unclassified,63,-,63,100
1002,2000,Canada,"Total, all occupations - All skills level",15841.9,14760.1,1081.8,6.8
1003,2000,Canada, Management,1674.7,1643.9,30.8,1.8
1004,2000,Canada,Professional: occupations usually require university education,2430.3,2375,55.4,2.3
1005,2000,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,4724.7,4536.1,188.6,4
1006,2000,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,4857.3,4584.4,272.9,5.6
1007,2000,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1783.5,1620.8,162.7,9.1
1008,2000,Canada, Unclassified,371.4,-,371.4,100
1009,2000,Newfoundland and Labrador,"Total, all occupations - All skills level",238.3,198.8,39.5,16.6
1010,2000,Newfoundland and Labrador, Management,16.1,15.7,0,0
1011,2000,Newfoundland and Labrador,Professional: occupations usually require university education,32.4,31.1,1.3,4
1012,2000,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,72.9,64.5,8.3,11.4
1013,2000,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,72.1,61,11.1,15.4
1014,2000,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,33.9,26.4,7.5,22.1
1015,2000,Newfoundland and Labrador, Unclassified,10.9,-,10.9,100
1016,2000,Prince Edward Island,"Total, all occupations - All skills level",71.4,62.8,8.6,12
1017,2000,Prince Edward Island, Management,7.1,7,0.2,2.8
1018,2000,Prince Edward Island,Professional: occupations usually require university education,7.8,7.5,0.3,3.8
1019,2000,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,21.6,19.8,1.8,8.3
1020,2000,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,23.1,19.9,3.2,13.9
1021,2000,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,10.9,8.6,2.2,20.2
1022,2000,Prince Edward Island, Unclassified,0.9,-,0.9,100
1023,2000,Nova Scotia,"Total, all occupations - All skills level",452.6,411.7,41,9.1
1024,2000,Nova Scotia, Management,39.4,38.5,1,2.5
1025,2000,Nova Scotia,Professional: occupations usually require university education,61.8,60.5,1.3,2.1
1026,2000,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,141,131.4,9.6,6.8
1027,2000,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,140.2,130.7,9.6,6.8
1028,2000,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,58.4,50.6,7.8,13.4
1029,2000,Nova Scotia, Unclassified,11.8,-,11.8,100
1030,2000,New Brunswick,"Total, all occupations - All skills level",368.4,331.6,36.8,10
1031,2000,New Brunswick, Management,29.9,29.4,0.5,1.7
1032,2000,New Brunswick,Professional: occupations usually require university education,45.6,44.2,1.4,3.1
1033,2000,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,115.3,107.4,7.8,6.8
